id,name,source_ref,description,type_dims,level_dims,basis_dims,environment_dims,mode_dims,physicality_dims,cognitive_dims
4a742feb-b2f2-5b15-a33c-1bdac0d62a8a,Chief Executives,11-1011.00,"Determine and formulate policies and provide overall direction of companies or private and public sector organizations within guidelines set up by a board of directors or similar governing body. Plan, direct, or coordinate operational activities at the highest level of management with the help of subordinate executives and staff managers.",,,,,,,
3358c025-edfe-5649-9995-bca8423777e2,Chief Sustainability Officers,11-1011.03,"Communicate and coordinate with management, shareholders, customers, and employees to address sustainability issues. Enact or oversee a corporate sustainability strategy.",,,,,,,
04cf3199-125a-5e4b-9a15-05a5828570a3,General and Operations Managers,11-1021.00,"Plan, direct, or coordinate the operations of public or private sector organizations, overseeing multiple departments or locations. Duties and responsibilities include formulating policies, managing daily operations, and planning the use of materials and human resources, but are too diverse and general in nature to be classified in any one functional area of management or administration, such as personnel, purchasing, or administrative services. Usually manage through subordinate supervisors. Excludes First-Line Supervisors.",,,,,,,
563d2efd-21e9-5264-8c07-112b9f6c6281,Legislators,11-1031.00,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",,,,,,,
6bf79092-e414-55f9-bfa0-672ceab05923,Advertising and Promotions Managers,11-2011.00,"Plan, direct, or coordinate advertising policies and programs or produce collateral materials, such as posters, contests, coupons, or giveaways, to create extra interest in the purchase of a product or service for a department, an entire organization, or on an account basis.",,,,,,,
5fb0b246-0d82-54f8-938d-c49f7590d395,Marketing Managers,11-2021.00,"Plan, direct, or coordinate marketing policies and programs, such as determining the demand for products and services offered by a firm and its competitors, and identify potential customers. Develop pricing strategies with the goal of maximizing the firm's profits or share of the market while ensuring the firm's customers are satisfied. Oversee product development or monitor trends that indicate the need for new products and services.",,,,,,,
2ca1e436-18ed-5202-bdef-ac30f1da296c,Sales Managers,11-2022.00,"Plan, direct, or coordinate the actual distribution or movement of a product or service to the customer. Coordinate sales distribution by establishing sales territories, quotas, and goals and establish training programs for sales representatives. Analyze sales statistics gathered by staff to determine sales potential and inventory requirements and monitor the preferences of customers.",,,,,,,
1941ae8d-afe2-5eca-a68d-a6e4ddc25425,Public Relations Managers,11-2032.00,"Plan, direct, or coordinate activities designed to create or maintain a favorable public image or raise issue awareness for their organization or client.",,,,,,,
79d09b85-a859-5d83-8aae-227319949574,Fundraising Managers,11-2033.00,"Plan, direct, or coordinate activities to solicit and maintain funds for special projects or nonprofit organizations.",,,,,,,
82c4b55d-e3f4-5ad1-831e-81e3cea3e2d9,Administrative Services Managers,11-3012.00,"Plan, direct, or coordinate one or more administrative services of an organization, such as records and information management, mail distribution, and other office support services.",,,,,,,
6d4fa8e2-8166-532e-9253-804dc6e97feb,Facilities Managers,11-3013.00,"Plan, direct, or coordinate operations and functionalities of facilities and buildings. May include surrounding grounds or multiple facilities of an organization's campus.",,,,,,,
ef1189c9-79cb-59d2-9001-52ccf999f58c,Security Managers,11-3013.01,"Direct an organization's security functions, including physical security and safety of employees and facilities.",,,,,,,
61742852-db25-5ff9-bcd9-9038f3891dee,Computer and Information Systems Managers,11-3021.00,"Plan, direct, or coordinate activities in such fields as electronic data processing, information systems, systems analysis, and computer programming.",,,,,,,
37d12d9d-555b-5154-95e9-6ea6e253b71d,Financial Managers,11-3031.00,"Plan, direct, or coordinate accounting, investing, banking, insurance, securities, and other financial activities of a branch, office, or department of an establishment.",,,,,,,
8f34004a-21c6-5a3c-96e9-1a0f1c0fada3,Treasurers and Controllers,11-3031.01,"Direct financial activities, such as planning, procurement, and investments for all or part of an organization.",,,,,,,
ef3c9e67-c23d-5b85-955b-0ff36bfcac97,Investment Fund Managers,11-3031.03,"Plan, direct, or coordinate investment strategy or operations for a large pool of liquid assets supplied by institutional investors or individual investors.",,,,,,,
ed96fdee-0418-57d5-844b-f8bb3e222d2b,Industrial Production Managers,11-3051.00,"Plan, direct, or coordinate the work activities and resources necessary for manufacturing products in accordance with cost, quality, and quantity specifications.",,,,,,,
0172ec05-a2d1-510c-9c83-00a54f8eb2ce,Quality Control Systems Managers,11-3051.01,"Plan, direct, or coordinate quality assurance programs. Formulate quality control policies and control quality of laboratory and production efforts.",,,,,,,
19b197e2-8f84-5dfd-8b57-13234211adbf,Geothermal Production Managers,11-3051.02,Manage operations at geothermal power generation facilities. Maintain and monitor geothermal plant equipment for efficient and safe plant operations.,,,,,,,
532b7166-d724-5bf9-8b2f-cc78f9687e18,Biofuels Production Managers,11-3051.03,"Manage biofuels production and plant operations. Collect and process information on plant production and performance, diagnose problems, and design corrective procedures.",,,,,,,
f3fbfe88-00c2-5d0a-8524-74c06c41b1ef,Biomass Power Plant Managers,11-3051.04,"Manage operations at biomass power generation facilities. Direct work activities at plant, including supervision of operations and maintenance staff.",,,,,,,
f21144cf-d630-5c7d-a9eb-4bdf06db7524,Hydroelectric Production Managers,11-3051.06,Manage operations at hydroelectric power generation facilities. Maintain and monitor hydroelectric plant equipment for efficient and safe plant operations.,,,,,,,
275d28f2-7787-5c93-b03c-74c3e3f64d11,Purchasing Managers,11-3061.00,"Plan, direct, or coordinate the activities of buyers, purchasing officers, and related workers involved in purchasing materials, products, and services. Includes wholesale or retail trade merchandising managers and procurement managers.",,,,,,,
3d1c4dd4-6273-52ae-b6e5-96701273a235,"Transportation, Storage, and Distribution Managers",11-3071.00,"Plan, direct, or coordinate transportation, storage, or distribution activities in accordance with organizational policies and applicable government laws or regulations. Includes logistics managers.",,,,,,,
5f4f6f87-e537-522d-ac79-61eb1f604e2a,Supply Chain Managers,11-3071.04,"Direct or coordinate production, purchasing, warehousing, distribution, or financial forecasting services or activities to limit costs and improve accuracy, customer service, or safety. Examine existing procedures or opportunities for streamlining activities to meet product distribution needs. Direct the movement, storage, or processing of inventory.",,,,,,,
e9443294-dd84-5e0a-a3ea-51134a18996e,Compensation and Benefits Managers,11-3111.00,"Plan, direct, or coordinate compensation and benefits activities of an organization.",,,,,,,
b893f442-4d65-5105-8c2d-fe5b8e05a854,Human Resources Managers,11-3121.00,"Plan, direct, or coordinate human resources activities and staff of an organization.",,,,,,,
b3121ca0-f45e-5f4e-902d-b618b6157f82,Training and Development Managers,11-3131.00,"Plan, direct, or coordinate the training and development activities and staff of an organization.",,,,,,,
1a7bd1ae-580e-5513-8a3e-9ba42f929dcb,"Farmers, Ranchers, and Other Agricultural Managers",11-9013.00,"Plan, direct, or coordinate the management or operation of farms, ranches, greenhouses, aquacultural operations, nurseries, timber tracts, or other agricultural establishments. May hire, train, and supervise farm workers or contract for services to carry out the day-to-day activities of the managed operation. May engage in or supervise planting, cultivating, harvesting, and financial and marketing activities.",,,,,,,
0ff7d55f-76c2-59c8-8417-6e1cdc3bc9f5,Construction Managers,11-9021.00,"Plan, direct, or coordinate, usually through subordinate supervisory personnel, activities concerned with the construction and maintenance of structures, facilities, and systems. Participate in the conceptual development of a construction project and oversee its organization, scheduling, budgeting, and implementation. Includes managers in specialized construction fields, such as carpentry or plumbing.",,,,,,,
a32bbf81-837a-5e68-9c4d-f56e9b1b93fa,"Education and Childcare Administrators, Preschool and Daycare",11-9031.00,"Plan, direct, or coordinate academic or nonacademic activities of preschools or childcare centers and programs, including before- and after-school care.",,,,,,,
b8be070a-10fb-52b5-b7ec-f953f1ba096e,"Education Administrators, Kindergarten through Secondary",11-9032.00,"Plan, direct, or coordinate the academic, administrative, or auxiliary activities of kindergarten, elementary, or secondary schools.",,,,,,,
69049a1b-4e73-5e09-bd9d-6277d4aec23f,"Education Administrators, Postsecondary",11-9033.00,"Plan, direct, or coordinate student instruction, administration, and services, as well as other research and educational activities, at postsecondary institutions, including universities, colleges, and junior and community colleges.",,,,,,,
0eb811b9-921c-5be9-b1cf-a2334cda615f,Architectural and Engineering Managers,11-9041.00,"Plan, direct, or coordinate activities in such fields as architecture and engineering or research and development in these fields.",,,,,,,
3d0bf432-9b83-5ca7-94b5-225e8cf44466,Biofuels/Biodiesel Technology and Product Development Managers,11-9041.01,"Define, plan, or execute biofuels/biodiesel research programs that evaluate alternative feedstock and process technologies with near-term commercial potential.",,,,,,,
366ab08d-70f2-5b63-a07d-11855c96646c,Food Service Managers,11-9051.00,"Plan, direct, or coordinate activities of an organization or department that serves food and beverages.",,,,,,,
e03854e7-bb6a-5002-96f7-a1f50a5c71a8,Gambling Managers,11-9071.00,"Plan, direct, or coordinate gambling operations in a casino. May formulate house rules.",,,,,,,
f0e0bd65-c00d-5234-89c2-7a51bdcf1dd8,"Entertainment and Recreation Managers, Except Gambling",11-9072.00,"Plan, direct, or coordinate entertainment and recreational activities and operations of a recreational facility, including cruise ships and parks.",,,,,,,
f2b23b64-f646-5a36-86a8-4ec03d643986,Lodging Managers,11-9081.00,"Plan, direct, or coordinate activities of an organization or department that provides lodging and other accommodations.",,,,,,,
c2f9d00f-764b-56e5-82cd-1b5d8e098de4,Medical and Health Services Managers,11-9111.00,"Plan, direct, or coordinate medical and health services in hospitals, clinics, managed care organizations, public health agencies, or similar organizations.",,,,,,,
57a5d81f-9118-5749-b4d5-24d1ba7fcf53,Natural Sciences Managers,11-9121.00,"Plan, direct, or coordinate activities in such fields as life sciences, physical sciences, mathematics, statistics, and research and development in these fields.",,,,,,,
27a0ee8f-b980-59f4-b516-c1f9b329b6b4,Clinical Research Coordinators,11-9121.01,"Plan, direct, or coordinate clinical research projects. Direct the activities of workers engaged in clinical research projects to ensure compliance with protocols and overall clinical objectives. May evaluate and analyze clinical data.",,,,,,,
1cc76e4e-c1e9-5e79-8d7c-c7fdb2b7a2c4,Water Resource Specialists,11-9121.02,"Design or implement programs and strategies related to water resource issues such as supply, quality, and regulatory compliance issues.",,,,,,,
52c595fe-9f34-5264-b752-f45b43d9f41b,Postmasters and Mail Superintendents,11-9131.00,"Plan, direct, or coordinate operational, administrative, management, and support services of a U.S. post office; or coordinate activities of workers engaged in postal and related work in assigned post office.",,,,,,,
16128a18-c056-5b01-9d94-2d811edeb77a,"Property, Real Estate, and Community Association Managers",11-9141.00,"Plan, direct, or coordinate the selling, buying, leasing, or governance activities of commercial, industrial, or residential real estate properties. Includes managers of homeowner and condominium associations, rented or leased housing units, buildings, or land (including rights-of-way).",,,,,,,
4ffd4dda-4cfa-5739-891d-bb013c272a5a,Social and Community Service Managers,11-9151.00,"Plan, direct, or coordinate the activities of a social service program or community outreach organization. Oversee the program or organization's budget and policies regarding participant involvement, program requirements, and benefits. Work may involve directing social workers, counselors, or probation officers.",,,,,,,
d6891f7c-7a6e-5114-93b6-6fb9648c8090,Emergency Management Directors,11-9161.00,"Plan and direct disaster response or crisis management activities, provide disaster preparedness training, and prepare emergency plans and procedures for natural (e.g., hurricanes, floods, earthquakes), wartime, or technological (e.g., nuclear power plant emergencies or hazardous materials spills) disasters or hostage situations.",,,,,,,
b0454f04-edee-55a5-984f-7b8ad156c4f3,Funeral Home Managers,11-9171.00,"Plan, direct, or coordinate the services or resources of funeral homes. Includes activities such as determining prices for services or merchandise and managing the facilities of funeral homes.",,,,,,,
493808b0-8dca-50ac-94fb-406b471130f2,Fitness and Wellness Coordinators,11-9179.01,"Manage or coordinate fitness and wellness programs and services. Manage and train staff of wellness specialists, health educators, or fitness instructors.",,,,,,,
16ff1533-8288-56cf-8ecb-64cc49ca8a14,Spa Managers,11-9179.02,"Plan, direct, or coordinate activities of a spa facility. Coordinate programs, schedule and direct staff, and oversee financial activities.",,,,,,,
321e0a9c-35a4-57cb-8d71-ba390c2966b1,Regulatory Affairs Managers,11-9199.01,"Plan, direct, or coordinate production activities of an organization to ensure compliance with regulations and standard operating procedures.",,,,,,,
bc93e206-b4cc-5782-af28-61cc0d4e72b0,Compliance Managers,11-9199.02,"Plan, direct, or coordinate activities of an organization to ensure compliance with ethical or regulatory standards.",,,,,,,
438af8f5-888c-5d7f-ab38-8720b0eb88dd,Loss Prevention Managers,11-9199.08,"Plan and direct policies, procedures, or systems to prevent the loss of assets. Determine risk exposure or potential liability, and develop risk control measures.",,,,,,,
ff88e17b-9fb6-5440-b610-e3e2f9a0cab7,Wind Energy Operations Managers,11-9199.09,"Manage wind field operations, including personnel, maintenance activities, financial activities, and planning.",,,,,,,
1bb18187-aece-51c3-b5dc-b7f1e11a7660,Wind Energy Development Managers,11-9199.10,"Lead or manage the development and evaluation of potential wind energy business opportunities, including environmental studies, permitting, and proposals. May also manage construction of projects.",,,,,,,
47bbb8b9-784d-5398-a302-82dae92ab2f4,Brownfield Redevelopment Specialists and Site Managers,11-9199.11,Plan and direct cleanup and redevelopment of contaminated properties for reuse. Does not include properties sufficiently contaminated to qualify as Superfund sites.,,,,,,,
38ff0ba6-9df2-5c51-a9f6-9d9a9e5b2479,"Agents and Business Managers of Artists, Performers, and Athletes",13-1011.00,"Represent and promote artists, performers, and athletes in dealings with current or prospective employers. May handle contract negotiation and other business matters for clients.",,,,,,,
690badb9-d1d9-505d-bf4a-6797ccebb3f6,"Buyers and Purchasing Agents, Farm Products",13-1021.00,"Purchase farm products either for further processing or resale. Includes tree farm contractors, grain brokers and market operators, grain buyers, and tobacco buyers. May negotiate contracts.",,,,,,,
b7d94ada-4ed2-5b23-a7de-253f423c2fff,"Wholesale and Retail Buyers, Except Farm Products",13-1022.00,"Buy merchandise or commodities, other than farm products, for resale to consumers at the wholesale or retail level, including both durable and nondurable goods. Analyze past buying trends, sales records, price, and quality of merchandise to determine value and yield. Select, order, and authorize payment for merchandise according to contractual agreements. May conduct meetings with sales personnel and introduce new products. May negotiate contracts. Includes assistant wholesale and retail buyers of nonfarm products.",,,,,,,
6fd8ca72-803e-5990-8854-8d95353fe272,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-1023.00,"Purchase machinery, equipment, tools, parts, supplies, or services necessary for the operation of an establishment. Purchase raw or semifinished materials for manufacturing. May negotiate contracts.",,,,,,,
1fb2c394-b99d-5bcd-b6b8-036e7a0dad97,"Claims Adjusters, Examiners, and Investigators",13-1031.00,Review settled claims to determine that payments and settlements are made in accordance with company practices and procedures. Confer with legal counsel on claims requiring litigation. May also settle insurance claims.,,,,,,,
5d2c5bbd-1ce9-5f53-b1d1-506000655c9b,"Insurance Appraisers, Auto Damage",13-1032.00,Appraise automobile or other vehicle damage to determine repair costs for insurance claim settlement. Prepare insurance forms to indicate repair cost or cost estimates and recommendations. May seek agreement with automotive repair shop on repair costs.,,,,,,,
ad6072bd-0be2-55cb-aeed-bde945e1a835,Compliance Officers,13-1041.00,"Examine, evaluate, and investigate eligibility for or conformity with laws and regulations governing contract compliance of licenses and permits, and perform other compliance and enforcement inspection and analysis activities not classified elsewhere.",,,,,,,
e0a3ad32-547b-553b-9ac4-5c5cf2942c22,Environmental Compliance Inspectors,13-1041.01,"Inspect and investigate sources of pollution to protect the public and environment and ensure conformance with Federal, State, and local regulations and ordinances.",,,,,,,
5666af53-3f9c-5177-af32-0711bffe5e4d,Equal Opportunity Representatives and Officers,13-1041.03,"Monitor and evaluate compliance with equal opportunity laws, guidelines, and policies to ensure that employment practices and contracting arrangements give equal opportunity without regard to race, religion, color, national origin, sex, age, or disability.",,,,,,,
59244d08-c35a-5ea6-a60c-1ae9f8a19f54,Government Property Inspectors and Investigators,13-1041.04,Investigate or inspect government property to ensure compliance with contract agreements and government regulations.,,,,,,,
64117455-d540-5e22-b480-0476006d851a,Coroners,13-1041.06,"Direct activities such as autopsies, pathological and toxicological analyses, and inquests relating to the investigation of deaths occurring within a legal jurisdiction to determine cause of death or to fix responsibility for accidental, violent, or unexplained deaths.",,,,,,,
f4de7368-2f5b-5422-9371-d7bfc0fd0ca9,Regulatory Affairs Specialists,13-1041.07,"Coordinate and document internal regulatory processes, such as internal audits, inspections, license renewals, or registrations. May compile and prepare materials for submission to regulatory agencies.",,,,,,,
b4d59e2c-66c4-5b19-ba9f-a035a5951f48,Customs Brokers,13-1041.08,Prepare customs documentation and ensure that shipments meet all applicable laws to facilitate the import and export of goods. Determine and track duties and taxes payable and process payments on behalf of client. Sign documents under a power of attorney. Represent clients in meetings with customs officials and apply for duty refunds and tariff reclassifications. Coordinate transportation and storage of imported goods.,,,,,,,
ec634405-0d30-55e8-ace8-042f517c7a05,Cost Estimators,13-1051.00,"Prepare cost estimates for product manufacturing, construction projects, or services to aid management in bidding on or determining price of product or service. May specialize according to particular service performed or type of product manufactured.",,,,,,,
34d16e24-61cc-5028-8cab-161842205657,Human Resources Specialists,13-1071.00,"Recruit, screen, interview, or place individuals within an organization. May perform other activities in multiple human resources areas.",,,,,,,
a8a1b715-50f8-56c1-9c0e-f6fa32ddd7a4,Farm Labor Contractors,13-1074.00,"Recruit and hire seasonal or temporary agricultural laborers. May transport, house, and provide meals for workers.",,,,,,,
53a5b6f8-ade5-5303-accd-11154d1843e7,Labor Relations Specialists,13-1075.00,"Resolve disputes between workers and managers, negotiate collective bargaining agreements, or coordinate grievance procedures to handle employee complaints.",,,,,,,
99f5a0b1-4af9-52cc-ba7f-73c3d16db183,Logisticians,13-1081.00,"Analyze and coordinate the ongoing logistical functions of a firm or organization. Responsible for the entire life cycle of a product, including acquisition, distribution, internal allocation, delivery, and final disposal of resources.",,,,,,,
928bfb0c-e142-52cf-96d6-4356c968b567,Logistics Engineers,13-1081.01,"Design or analyze operational solutions for projects such as transportation optimization, network modeling, process and methods analysis, cost containment, capacity enhancement, routing and shipment optimization, or information management.",,,,,,,
82ce3542-ec39-56d0-8477-41b4b113564f,Logistics Analysts,13-1081.02,"Analyze product delivery or supply chain processes to identify or recommend changes. May manage route activity including invoicing, electronic bills, and shipment tracing.",,,,,,,
dc7a5f97-e840-5bd6-9ffd-39127732b887,Project Management Specialists,13-1082.00,"Analyze and coordinate the schedule, timeline, procurement, staffing, and budget of a product or service on a per project basis. Lead and guide the work of technical staff. May serve as a point of contact for the client or customer.",,,,,,,
474afbaa-ffe4-5830-88f2-d38f38de00f8,Management Analysts,13-1111.00,"Conduct organizational studies and evaluations, design systems and procedures, conduct work simplification and measurement studies, and prepare operations and procedures manuals to assist management in operating more efficiently and effectively. Includes program analysts and management consultants.",,,,,,,
96a31a5f-c347-547d-ba2b-55c74d8a5435,"Meeting, Convention, and Event Planners",13-1121.00,"Coordinate activities of staff, convention personnel, or clients to make arrangements for group meetings, events, or conventions.",,,,,,,
62f86a6f-da58-5189-96bd-ca9fde281923,Fundraisers,13-1131.00,"Organize activities to raise funds or otherwise solicit and gather monetary donations or other gifts for an organization. May design and produce promotional materials. May also raise awareness of the organization's work, goals, and financial needs.",,,,,,,
22e08608-3b5b-599a-8d5e-034e7c72ed11,"Compensation, Benefits, and Job Analysis Specialists",13-1141.00,"Conduct programs of compensation and benefits and job analysis for employer. May specialize in specific areas, such as position classification and pension programs.",,,,,,,
cc8e3a9a-3549-5713-bc91-fa7583d6d1e8,Training and Development Specialists,13-1151.00,Design or conduct work-related training and development programs to improve individual skills or organizational performance. May analyze organizational training needs or evaluate training effectiveness.,,,,,,,
19e200a4-7913-5550-95f4-fd6711916342,Market Research Analysts and Marketing Specialists,13-1161.00,"Research conditions in local, regional, national, or online markets. Gather information to determine potential sales of a product or service, or plan a marketing or advertising campaign. May gather information on competitors, prices, sales, and methods of marketing and distribution. May employ search marketing tactics, analyze web metrics, and develop recommendations to increase search engine ranking and visibility to target markets.",,,,,,,
a4729122-ba0a-5c05-a4d5-3875580fd2ec,Search Marketing Strategists,13-1161.01,"Employ search marketing tactics to increase visibility and engagement with content, products, or services in Internet-enabled devices or interfaces. Examine search query behaviors on general or specialty search engines or other Internet-based content. Analyze research, data, or technology to understand user intent and measure outcomes for ongoing optimization.",,,,,,,
9d3b3add-00f9-54de-a2d1-327c5dd2c7aa,Business Continuity Planners,13-1199.04,"Develop, maintain, or implement business continuity and disaster recovery strategies and solutions, including risk assessments, business impact analyses, strategy selection, and documentation of business continuity and disaster recovery procedures. Plan, conduct, and debrief regular mock-disaster exercises to test the adequacy of existing plans and strategies, updating procedures and plans regularly. Act as a coordinator for continuity efforts after a disruption event.",,,,,,,
4542f446-8e92-5f04-bc43-a4feed5f21fc,Sustainability Specialists,13-1199.05,"Address organizational sustainability issues, such as waste stream management, green building practices, and green procurement plans.",,,,,,,
207d928c-0ef7-5869-bcdb-0e4de8366a40,Online Merchants,13-1199.06,"Conduct retail activities of businesses operating exclusively online. May perform duties such as preparing business strategies, buying merchandise, managing inventory, implementing marketing activities, fulfilling and shipping online orders, and balancing financial records.",,,,,,,
0217ae11-48e9-538f-abd1-e2615e314e83,Security Management Specialists,13-1199.07,"Conduct security assessments for organizations, and design security systems and processes. May specialize in areas such as physical security or the safety of employees and facilities.",,,,,,,
22f05f7d-cf21-549d-982e-9d67cea1a5e4,Accountants and Auditors,13-2011.00,"Examine, analyze, and interpret accounting records to prepare financial statements, give advice, or audit and evaluate statements prepared by others. Install or advise on systems of recording costs or other financial and budgetary data.",,,,,,,
6d42be03-69e3-54f1-8b19-caddd2a4e170,Appraisers of Personal and Business Property,13-2022.00,"Appraise and estimate the fair value of tangible personal or business property, such as jewelry, art, antiques, collectibles, and equipment. May also appraise land.",,,,,,,
879d7ce5-f95d-5bc5-aba7-e115e470fe7c,Appraisers and Assessors of Real Estate,13-2023.00,"Appraise real estate, exclusively, and estimate its fair value. May assess taxes in accordance with prescribed schedules.",,,,,,,
dd65221e-e9b7-53d2-8fb4-04f4510a6bd1,Budget Analysts,13-2031.00,"Examine budget estimates for completeness, accuracy, and conformance with procedures and regulations. Analyze budgeting and accounting reports.",,,,,,,
00ae8140-cbab-52d0-92e4-34a220b9ea6d,Credit Analysts,13-2041.00,Analyze credit data and financial statements of individuals or firms to determine the degree of risk involved in extending credit or lending money. Prepare reports with credit information for use in decisionmaking.,,,,,,,
89dee1c2-8c7c-5aaa-98b7-4c89e8637e3b,Financial and Investment Analysts,13-2051.00,"Conduct quantitative analyses of information involving investment programs or financial data of public or private institutions, including valuation of businesses.",,,,,,,
cd6a9af1-8547-5dca-86b8-eafe2e18911a,Personal Financial Advisors,13-2052.00,"Advise clients on financial plans using knowledge of tax and investment strategies, securities, insurance, pension plans, and real estate. Duties include assessing clients' assets, liabilities, cash flow, insurance coverage, tax status, and financial objectives. May also buy and sell financial assets for clients.",,,,,,,
06f15a3d-721e-580e-9827-120e1f855b37,Insurance Underwriters,13-2053.00,Review individual applications for insurance to evaluate degree of risk involved and determine acceptance of applications.,,,,,,,
eeaa1f5a-f875-5d7d-b9eb-c26d08f5a17d,Financial Risk Specialists,13-2054.00,"Analyze and measure exposure to credit and market risk threatening the assets, earning capacity, or economic state of an organization. May make recommendations to limit risk.",,,,,,,
2c969dfc-dd3d-5a0e-8a23-31e0bd969fde,Financial Examiners,13-2061.00,"Enforce or ensure compliance with laws and regulations governing financial and securities institutions and financial and real estate transactions. May examine, verify, or authenticate records.",,,,,,,
4467e808-bdd8-53c3-b2a2-8ec6ee25e1cc,Credit Counselors,13-2071.00,"Advise and educate individuals or organizations on acquiring and managing debt. May provide guidance in determining the best type of loan and explain loan requirements or restrictions. May help develop debt management plans or student financial aid packages. May advise on credit issues, or provide budget, mortgage, bankruptcy, or student financial aid counseling.",,,,,,,
19f020ea-9a2f-59dc-a348-e81cf623a42e,Loan Officers,13-2072.00,"Evaluate, authorize, or recommend approval of commercial, real estate, or credit loans. Advise borrowers on financial status and payment methods. Includes mortgage loan officers and agents, collection analysts, loan servicing officers, loan underwriters, and payday loan officers.",,,,,,,
efbd8c26-56f1-5884-a03b-aceb2725a2f9,"Tax Examiners and Collectors, and Revenue Agents",13-2081.00,Determine tax liability or collect taxes from individuals or business firms according to prescribed laws and regulations.,,,,,,,
cf6ee8e7-dfad-5457-86a7-5642924a0037,Tax Preparers,13-2082.00,Prepare tax returns for individuals or small businesses.,,,,,,,
4f727d06-a704-5f96-9b39-58b874c8ff22,Financial Quantitative Analysts,13-2099.01,"Develop quantitative techniques to inform securities investing, equities investing, pricing, or valuation of financial instruments. Develop mathematical or statistical models for risk management, asset optimization, pricing, or relative value analysis.",,,,,,,
5d89370a-23d9-5e2c-a2dc-34c519f4fdb7,"Fraud Examiners, Investigators and Analysts",13-2099.04,"Obtain evidence, take statements, produce reports, and testify to findings regarding resolution of fraud allegations. May coordinate fraud detection and prevention activities.",,,,,,,
6608549e-fbdc-58d2-a7c7-c3150a958033,Computer Systems Analysts,15-1211.00,"Analyze science, engineering, business, and other data processing problems to develop and implement solutions to complex applications problems, system administration issues, or network concerns. Perform systems management and integration functions, improve existing computer systems, and review computer system capabilities, workflow, and schedule limitations. May analyze or recommend commercially available software.",,,,,,,
6e3a96c9-1751-5c61-86fb-22f6555518d1,Health Informatics Specialists,15-1211.01,"Apply knowledge of nursing and informatics to assist in the design, development, and ongoing modification of computerized health care systems. May educate staff and assist in problem solving to promote the implementation of the health care system.",,,,,,,
72762ca6-875b-5edc-98a3-4108c2d67973,Information Security Analysts,15-1212.00,"Plan, implement, upgrade, or monitor security measures for the protection of computer networks and information. Assess system vulnerabilities for security risks and propose and implement risk mitigation strategies. May ensure appropriate security controls are in place that will safeguard digital files and vital electronic infrastructure. May respond to computer security breaches and viruses.",,,,,,,
5b33ee23-52a9-5af2-9137-aaf223f2b82d,Computer and Information Research Scientists,15-1221.00,"Conduct research into fundamental computer and information science as theorists, designers, or inventors. Develop solutions to problems in the field of computer hardware and software.",,,,,,,
18cab9c4-65a7-5d15-ae12-dd5d1324bc94,Computer Network Support Specialists,15-1231.00,"Analyze, test, troubleshoot, and evaluate existing network systems, such as local area networks (LAN), wide area networks (WAN), cloud networks, servers, and other data communications networks. Perform network maintenance to ensure networks operate correctly with minimal interruption.",,,,,,,
b1ae62b0-e736-56dd-9661-63456c338214,Computer User Support Specialists,15-1232.00,"Provide technical assistance to computer users. Answer questions or resolve computer problems for clients in person, via telephone, or electronically. May provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and operating systems.",,,,,,,
cecff35c-d626-50fa-9011-0a21199e51aa,Computer Network Architects,15-1241.00,"Design and implement computer and information networks, such as local area networks (LAN), wide area networks (WAN), intranets, extranets, and other data communications networks. Perform network modeling, analysis, and planning, including analysis of capacity needs for network infrastructures. May also design network and computer security measures. May research and recommend network and data communications hardware and software.",,,,,,,
d720e0f1-5a0c-57d0-9af7-6af09cba86f3,Telecommunications Engineering Specialists,15-1241.01,"Design or configure wired, wireless, and satellite communications systems for voice, video, and data services. Supervise installation, service, and maintenance.",,,,,,,
f5aefe20-13a5-5b07-8860-552166d8a3ec,Database Administrators,15-1242.00,"Administer, test, and implement computer databases, applying knowledge of database management systems. Coordinate changes to computer databases. Identify, investigate, and resolve database performance issues, database capacity, and database scalability. May plan, coordinate, and implement security measures to safeguard computer databases.",,,,,,,
0fb30a18-7774-502c-889f-ea75d56d1ef9,Database Architects,15-1243.00,"Design strategies for enterprise databases, data warehouse systems, and multidimensional networks. Set standards for database operations, programming, query processes, and security. Model, design, and construct large relational databases or data warehouses. Create and optimize data models for warehouse infrastructure and workflow. Integrate new systems with existing warehouse structure and refine system performance and functionality.",,,,,,,
658eec22-6369-53d8-8b5c-e5bcd0fa83d5,Data Warehousing Specialists,15-1243.01,"Design, model, or implement corporate data warehousing activities. Program and configure warehouses of database information and provide support to warehouse users.",,,,,,,
e5623e23-744f-58a6-a84c-f722379c2f27,Network and Computer Systems Administrators,15-1244.00,"Install, configure, and maintain an organization's local area network (LAN), wide area network (WAN), data communications network, operating systems, and physical and virtual servers. Perform system monitoring and verify the integrity and availability of hardware, network, and server resources and systems. Review system and application logs and verify completion of scheduled jobs, including system backups. Analyze network and server resource consumption and control user access. Install and upgrade software and maintain software licenses. May assist in network modeling, analysis, planning, and coordination between network and data communications hardware and software.",,,,,,,
